"p","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.011658,-7.5596e-17,-2.3607e-09,0.96304,-2.005e-16,-2.3607e-09,0.96304,1.3603e-13,3.1906e-12,-2.3823e-10,1.3603e-13,3.1906e-12,-2.3823e-10,1,0.0029646,0,0.00069462,0.199
0.011658,-7.8236e-17,-2.363e-09,0.96149,-2.0314e-16,-2.363e-09,0.96149,1.3822e-13,3.2122e-12,-2.3752e-10,1.3822e-13,3.2122e-12,-2.3752e-10,1,0.0029692,0,0.00069916,0.199
0.011658,-8.0877e-17,-2.3653e-09,0.95994,-2.0578e-16,-2.3653e-09,0.95994,1.4042e-13,3.2339e-12,-2.3682e-10,1.4042e-13,3.2339e-12,-2.3682e-10,1,0.0029737,0,0.0007037,0.199
0.011658,-8.3517e-17,-2.3675e-09,0.95839,-2.0842e-16,-2.3675e-09,0.95839,1.4262e-13,3.2555e-12,-2.3611e-10,1.4262e-13,3.2555e-12,-2.3611e-10,1,0.0029782,0,0.00070824,0.199
0.011658,-8.6157e-17,-2.3698e-09,0.95684,-2.1106e-16,-2.3698e-09,0.95684,1.4482e-13,3.2771e-12,-2.354e-10,1.4482e-13,3.2771e-12,-2.354e-10,1,0.0029828,0,0.00071278,0.199
0.011658,-8.8798e-17,-2.3721e-09,0.95529,-2.137e-16,-2.3721e-09,0.95529,1.4702e-13,3.2987e-12,-2.3469e-10,1.4702e-13,3.2987e-12,-2.3469e-10,1,0.0029873,0,0.00071732,0.199
0.011658,-9.1438e-17,-2.3744e-09,0.95374,-2.1634e-16,-2.3744e-09,0.95374,1.4922e-13,3.3204e-12,-2.3398e-10,1.4922e-13,3.3204e-12,-2.3398e-10,1,0.0029919,0,0.00072186,0.199
0.011658,-9.4078e-17,-2.3767e-09,0.95219,-2.1898e-16,-2.3767e-09,0.95219,1.5142e-13,3.342e-12,-2.3327e-10,1.5142e-13,3.342e-12,-2.3327e-10,1,0.0029964,0,0.0007264,0.199
0.011658,-9.6719e-17,-2.3789e-09,0.95065,-2.2162e-16,-2.3789e-09,0.95065,1.5362e-13,3.3636e-12,-2.3257e-10,1.5362e-13,3.3636e-12,-2.3257e-10,1,0.0030009,0,0.00073094,0.199
0.011658,-9.9359e-17,-2.3812e-09,0.9491,-2.2426e-16,-2.3812e-09,0.9491,1.5582e-13,3.3852e-12,-2.3186e-10,1.5582e-13,3.3852e-12,-2.3186e-10,1,0.0030055,0,0.00073548,0.199
0.011658,-1.02e-16,-2.3835e-09,0.94755,-2.269e-16,-2.3835e-09,0.94755,1.5801e-13,3.4069e-12,-2.3115e-10,1.5801e-13,3.4069e-12,-2.3115e-10,1,0.00301,0,0.00074002,0.199
0.011658,-1.0464e-16,-2.3858e-09,0.946,-2.2954e-16,-2.3858e-09,0.946,1.6021e-13,3.4285e-12,-2.3044e-10,1.6021e-13,3.4285e-12,-2.3044e-10,1,0.0030146,0,0.00074456,0.199
0.011658,-1.0728e-16,-2.3881e-09,0.94445,-2.3218e-16,-2.3881e-09,0.94445,1.6241e-13,3.4501e-12,-2.2973e-10,1.6241e-13,3.4501e-12,-2.2973e-10,1,0.0030191,0,0.0007491,0.199
0.011658,-1.0992e-16,-2.3903e-09,0.9429,-2.3482e-16,-2.3903e-09,0.9429,1.6461e-13,3.4717e-12,-2.2902e-10,1.6461e-13,3.4717e-12,-2.2902e-10,1,0.0030236,0,0.00075364,0.199
0.011658,-1.1256e-16,-2.3926e-09,0.94135,-2.3746e-16,-2.3926e-09,0.94135,1.6681e-13,3.4934e-12,-2.2832e-10,1.6681e-13,3.4934e-12,-2.2832e-10,1,0.0030282,0,0.00075818,0.199
0.011658,-1.152e-16,-2.3949e-09,0.9398,-2.401e-16,-2.3949e-09,0.9398,1.6901e-13,3.515e-12,-2.2761e-10,1.6901e-13,3.515e-12,-2.2761e-10,1,0.0030327,0,0.00076272,0.199
0.011658,-1.1784e-16,-2.3972e-09,0.93825,-2.4274e-16,-2.3972e-09,0.93825,1.7121e-13,3.5366e-12,-2.269e-10,1.7121e-13,3.5366e-12,-2.269e-10,1,0.0030373,0,0.00076726,0.199
0.011658,-1.2048e-16,-2.3995e-09,0.9367,-2.4538e-16,-2.3995e-09,0.9367,1.7341e-13,3.5582e-12,-2.2619e-10,1.7341e-13,3.5582e-12,-2.2619e-10,1,0.0030418,0,0.0007718,0.199
0.011658,-1.2312e-16,-2.4017e-09,0.93515,-2.4802e-16,-2.4017e-09,0.93515,1.7561e-13,3.5799e-12,-2.2548e-10,1.7561e-13,3.5799e-12,-2.2548e-10,1,0.0030463,0,0.00077634,0.199
0.011658,-1.2576e-16,-2.404e-09,0.9336,-2.5066e-16,-2.404e-09,0.9336,1.7781e-13,3.6015e-12,-2.2478e-10,1.7781e-13,3.6015e-12,-2.2478e-10,1,0.0030509,0,0.00078088,0.199
0.011658,-1.284e-16,-2.4063e-09,0.93205,-2.533e-16,-2.4063e-09,0.93205,1.8e-13,3.6231e-12,-2.2407e-10,1.8e-13,3.6231e-12,-2.2407e-10,1,0.0030554,0,0.00078542,0.199
0.011658,-1.3104e-16,-2.4086e-09,0.9305,-2.5594e-16,-2.4086e-09,0.9305,1.822e-13,3.6447e-12,-2.2336e-10,1.822e-13,3.6447e-12,-2.2336e-10,1,0.00306,0,0.00078996,0.199
0.011658,-1.3368e-16,-2.4109e-09,0.92895,-2.5858e-16,-2.4109e-09,0.92895,1.844e-13,3.6664e-12,-2.2265e-10,1.844e-13,3.6664e-12,-2.2265e-10,1,0.0030645,0,0.0007945,0.199
0.011658,-1.3632e-16,-2.4131e-09,0.9274,-2.6122e-16,-2.4131e-09,0.9274,1.866e-13,3.688e-12,-2.2194e-10,1.866e-13,3.688e-12,-2.2194e-10,1,0.003069,0,0.00079904,0.199
0.011658,-1.3896e-16,-2.4154e-09,0.92585,-2.6386e-16,-2.4154e-09,0.92585,1.888e-13,3.7096e-12,-2.2123e-10,1.888e-13,3.7096e-12,-2.2123e-10,1,0.0030736,0,0.00080358,0.199
0.011658,-1.416e-16,-2.4177e-09,0.9243,-2.665e-16,-2.4177e-09,0.9243,1.91e-13,3.7312e-12,-2.2053e-10,1.91e-13,3.7312e-12,-2.2053e-10,1,0.0030781,0,0.00080812,0.199
0.011658,-1.4424e-16,-2.42e-09,0.92275,-2.6914e-16,-2.42e-09,0.92275,1.932e-13,3.7529e-12,-2.1982e-10,1.932e-13,3.7529e-12,-2.1982e-10,1,0.0030827,0,0.00081266,0.199
0.011658,-1.4689e-16,-2.4223e-09,0.9212,-2.7179e-16,-2.4223e-09,0.9212,1.954e-13,3.7745e-12,-2.1911e-10,1.954e-13,3.7745e-12,-2.1911e-10,1,0.0030872,0,0.0008172,0.199
0.011658,-1.4953e-16,-2.4245e-09,0.91966,-2.7443e-16,-2.4245e-09,0.91966,1.976e-13,3.7961e-12,-2.184e-10,1.976e-13,3.7961e-12,-2.184e-10,1,0.0030917,0,0.00082174,0.199
0.011658,-1.4093e-16,-2.4268e-09,0.91811,-2.6583e-16,-2.4268e-09,0.91811,1.9979e-13,3.8177e-12,-2.1769e-10,1.9979e-13,3.8177e-12,-2.1769e-10,1,0.0030963,0,0.00082628,0.199
0.011658,-1.5356e-16,-2.4291e-09,0.91656,-2.7846e-16,-2.4291e-09,0.91656,2.0199e-13,3.8394e-12,-2.1698e-10,2.0199e-13,3.8394e-12,-2.1698e-10,1,0.0031008,0,0.00083082,0.199
0.011658,-1.562e-16,-2.4314e-09,0.91501,-2.811e-16,-2.4314e-09,0.91501,2.0419e-13,3.861e-12,-2.1628e-10,2.0419e-13,3.861e-12,-2.1628e-10,1,0.0031054,0,0.00083536,0.199
0.011658,-1.4894e-16,-2.4337e-09,0.91346,-2.7384e-16,-2.4337e-09,0.91346,2.0639e-13,3.8826e-12,-2.1557e-10,2.0639e-13,3.8826e-12,-2.1557e-10,1,0.0031099,0,0.0008399,0.199
0.011658,-1.6273e-16,-2.4359e-09,0.91191,-2.8763e-16,-2.4359e-09,0.91191,2.0859e-13,3.9042e-12,-2.1486e-10,2.0859e-13,3.9042e-12,-2.1486e-10,1,0.0031144,0,0.00084444,0.199
0.011658,-1.6537e-16,-2.4382e-09,0.91036,-2.9027e-16,-2.4382e-09,0.91036,2.1079e-13,3.9259e-12,-2.1415e-10,2.1079e-13,3.9259e-12,-2.1415e-10,1,0.003119,0,0.00084898,0.199
0.011658,-1.6801e-16,-2.4405e-09,0.90881,-2.9291e-16,-2.4405e-09,0.90881,2.1299e-13,3.9475e-12,-2.1344e-10,2.1299e-13,3.9475e-12,-2.1344e-10,1,0.0031235,0,0.00085352,0.199
0.011658,-1.7065e-16,-2.4428e-09,0.90726,-2.9555e-16,-2.4428e-09,0.90726,2.1519e-13,3.9691e-12,-2.1274e-10,2.1519e-13,3.9691e-12,-2.1274e-10,1,0.0031281,0,0.00085806,0.199
0.011658,-1.7329e-16,-2.4451e-09,0.90571,-2.9819e-16,-2.4451e-09,0.90571,2.1739e-13,3.9907e-12,-2.1203e-10,2.1739e-13,3.9907e-12,-2.1203e-10,1,0.0031326,0,0.0008626,0.199
0.011658,-1.7593e-16,-2.4473e-09,0.90416,-3.0083e-16,-2.4473e-09,0.90416,2.1958e-13,4.0124e-12,-2.1132e-10,2.1958e-13,4.0124e-12,-2.1132e-10,1,0.0031371,0,0.00086714,0.199
0.011658,-1.7857e-16,-2.4496e-09,0.90261,-3.0347e-16,-2.4496e-09,0.90261,2.2178e-13,4.034e-12,-2.1061e-10,2.2178e-13,4.034e-12,-2.1061e-10,1,0.0031417,0,0.00087168,0.199
0.011658,-1.8121e-16,-2.4519e-09,0.90106,-3.0611e-16,-2.4519e-09,0.90106,2.2398e-13,4.0556e-12,-2.099e-10,2.2398e-13,4.0556e-12,-2.099e-10,1,0.0031462,0,0.00087622,0.199
0.011658,-1.8385e-16,-2.4542e-09,0.89951,-3.0875e-16,-2.4542e-09,0.89951,2.2618e-13,4.0772e-12,-2.0919e-10,2.2618e-13,4.0772e-12,-2.0919e-10,1,0.0031508,0,0.00088076,0.199
0.011658,-1.8649e-16,-2.4565e-09,0.89796,-3.1139e-16,-2.4565e-09,0.89796,2.2838e-13,4.0989e-12,-2.0849e-10,2.2838e-13,4.0989e-12,-2.0849e-10,1,0.0031553,0,0.0008853,0.199
0.011658,-1.8913e-16,-2.4587e-09,0.89641,-3.1403e-16,-2.4587e-09,0.89641,2.3058e-13,4.1205e-12,-2.0778e-10,2.3058e-13,4.1205e-12,-2.0778e-10,1,0.0031598,0,0.00088984,0.199
0.011658,-1.9177e-16,-2.461e-09,0.89486,-3.1667e-16,-2.461e-09,0.89486,2.3278e-13,4.1421e-12,-2.0707e-10,2.3278e-13,4.1421e-12,-2.0707e-10,1,0.0031644,0,0.00089438,0.199
0.011658,-1.9441e-16,-2.4633e-09,0.89331,-3.1931e-16,-2.4633e-09,0.89331,2.3498e-13,4.1637e-12,-2.0636e-10,2.3498e-13,4.1637e-12,-2.0636e-10,1,0.0031689,0,0.00089892,0.199
0.011658,-1.9705e-16,-2.4656e-09,0.89176,-3.2195e-16,-2.4656e-09,0.89176,2.3718e-13,4.1854e-12,-2.0565e-10,2.3718e-13,4.1854e-12,-2.0565e-10,1,0.0031735,0,0.00090346,0.199
0.011658,-1.9969e-16,-2.4679e-09,0.89021,-3.2459e-16,-2.4679e-09,0.89021,2.3938e-13,4.207e-12,-2.0495e-10,2.3938e-13,4.207e-12,-2.0495e-10,1,0.003178,0,0.000908,0.199
0.011658,-2.0233e-16,-2.4701e-09,0.88866,-3.2723e-16,-2.4701e-09,0.88866,2.4157e-13,4.2286e-12,-2.0424e-10,2.4157e-13,4.2286e-12,-2.0424e-10,1,0.0031825,0,0.00091254,0.199
0.011658,-2.0497e-16,-2.4724e-09,0.88712,-3.2987e-16,-2.4724e-09,0.88712,2.4377e-13,4.2502e-12,-2.0353e-10,2.4377e-13,4.2502e-12,-2.0353e-10,1,0.0031871,0,0.00091708,0.199
0.011658,-2.0761e-16,-2.4747e-09,0.88557,-3.3251e-16,-2.4747e-09,0.88557,2.4597e-13,4.2718e-12,-2.0282e-10,2.4597e-13,4.2718e-12,-2.0282e-10,1,0.0031916,0,0.00092162,0.199
0.011658,-2.1025e-16,-2.477e-09,0.88402,-3.3515e-16,-2.477e-09,0.88402,2.4817e-13,4.2935e-12,-2.0211e-10,2.4817e-13,4.2935e-12,-2.0211e-10,1,0.0031962,0,0.00092616,0.199
0.011658,-2.1289e-16,-2.4793e-09,0.88247,-3.3779e-16,-2.4793e-09,0.88247,2.5037e-13,4.3151e-12,-2.014e-10,2.5037e-13,4.3151e-12,-2.014e-10,1,0.0032007,0,0.0009307,0.199
0.011658,-2.1553e-16,-2.4815e-09,0.88092,-3.4043e-16,-2.4815e-09,0.88092,2.5257e-13,4.3367e-12,-2.007e-10,2.5257e-13,4.3367e-12,-2.007e-10,1,0.0032052,0,0.00093524,0.199
0.011658,-2.1817e-16,-2.4838e-09,0.87937,-3.4307e-16,-2.4838e-09,0.87937,2.5477e-13,4.3583e-12,-1.9999e-10,2.5477e-13,4.3583e-12,-1.9999e-10,1,0.0032098,0,0.00093978,0.199
0.011658,-2.2081e-16,-2.4861e-09,0.87782,-3.4571e-16,-2.4861e-09,0.87782,2.5697e-13,4.38e-12,-1.9928e-10,2.5697e-13,4.38e-12,-1.9928e-10,1,0.0032143,0,0.00094432,0.199
0.011658,-2.2345e-16,-2.4884e-09,0.87627,-3.4835e-16,-2.4884e-09,0.87627,2.5917e-13,4.4016e-12,-1.9857e-10,2.5917e-13,4.4016e-12,-1.9857e-10,1,0.0032189,0,0.00094886,0.199
0.011658,-2.2609e-16,-2.4907e-09,0.87472,-3.51e-16,-2.4907e-09,0.87472,2.6136e-13,4.4232e-12,-1.9786e-10,2.6136e-13,4.4232e-12,-1.9786e-10,1,0.0032234,0,0.0009534,0.199
0.011658,-2.2874e-16,-2.4929e-09,0.87317,-3.5364e-16,-2.4929e-09,0.87317,2.6356e-13,4.4448e-12,-1.9715e-10,2.6356e-13,4.4448e-12,-1.9715e-10,1,0.0032279,0,0.00095794,0.199
0.011658,-2.3138e-16,-2.4952e-09,0.87162,-3.5628e-16,-2.4952e-09,0.87162,2.6576e-13,4.4665e-12,-1.9645e-10,2.6576e-13,4.4665e-12,-1.9645e-10,1,0.0032325,0,0.00096248,0.199
0.011658,-2.3402e-16,-2.4975e-09,0.87007,-3.5892e-16,-2.4975e-09,0.87007,2.6796e-13,4.4881e-12,-1.9574e-10,2.6796e-13,4.4881e-12,-1.9574e-10,1,0.003237,0,0.00096702,0.199
0.011658,-2.3666e-16,-2.4998e-09,0.86852,-3.6156e-16,-2.4998e-09,0.86852,2.7016e-13,4.5097e-12,-1.9503e-10,2.7016e-13,4.5097e-12,-1.9503e-10,1,0.0032416,0,0.00097156,0.199
0.011658,-2.393e-16,-2.5021e-09,0.86697,-3.642e-16,-2.5021e-09,0.86697,2.7236e-13,4.5313e-12,-1.9432e-10,2.7236e-13,4.5313e-12,-1.9432e-10,1,0.0032461,0,0.0009761,0.199
0.011658,-2.4194e-16,-2.5043e-09,0.86542,-3.6684e-16,-2.5043e-09,0.86542,2.7456e-13,4.553e-12,-1.9361e-10,2.7456e-13,4.553e-12,-1.9361e-10,1,0.0032506,0,0.00098064,0.199
0.011658,-2.4458e-16,-2.5066e-09,0.86387,-3.6948e-16,-2.5066e-09,0.86387,2.7676e-13,4.5746e-12,-1.9291e-10,2.7676e-13,4.5746e-12,-1.9291e-10,1,0.0032552,0,0.00098518,0.199
0.011658,-2.4722e-16,-2.5089e-09,0.86232,-3.7212e-16,-2.5089e-09,0.86232,2.7896e-13,4.5962e-12,-1.922e-10,2.7896e-13,4.5962e-12,-1.922e-10,1,0.0032597,0,0.00098972,0.199
0.011658,-2.4982e-16,-2.511e-09,0.86076,-3.7472e-16,-2.511e-09,0.86076,2.8111e-13,4.6178e-12,-1.9149e-10,2.8111e-13,4.6178e-12,-1.9149e-10,1,0.0032643,0,0.00099426,0.199
0.011658,-2.5074e-16,-2.5038e-09,0.85854,-3.7564e-16,-2.5038e-09,0.85854,2.815e-13,4.6395e-12,-1.9066e-10,2.815e-13,4.6395e-12,-1.9066e-10,1,0.0032688,0,0.0009988,0.199
0.011658,-2.5167e-16,-2.4966e-09,0.85632,-3.7657e-16,-2.4966e-09,0.85632,2.8189e-13,4.6612e-12,-1.8984e-10,2.8189e-13,4.6612e-12,-1.8984e-10,1,0.0032733,0,0.0010033,0.199
0.011658,-2.526e-16,-2.4895e-09,0.85409,-3.775e-16,-2.4895e-09,0.85409,2.8228e-13,4.6829e-12,-1.8902e-10,2.8228e-13,4.6829e-12,-1.8902e-10,1,0.0032779,0,0.0010079,0.199
0.011658,-2.5353e-16,-2.4823e-09,0.85187,-3.7843e-16,-2.4823e-09,0.85187,2.8267e-13,4.7045e-12,-1.8819e-10,2.8267e-13,4.7045e-12,-1.8819e-10,1,0.0032824,0,0.0010124,0.199
0.011658,-2.5445e-16,-2.4752e-09,0.84965,-3.7935e-16,-2.4752e-09,0.84965,2.8306e-13,4.7262e-12,-1.8737e-10,2.8306e-13,4.7262e-12,-1.8737e-10,1,0.003287,0,0.001017,0.199
0.011658,-2.5538e-16,-2.468e-09,0.84743,-3.8028e-16,-2.468e-09,0.84743,2.8345e-13,4.7479e-12,-1.8655e-10,2.8345e-13,4.7479e-12,-1.8655e-10,1,0.0032915,0,0.0010215,0.199
0.011658,-2.5631e-16,-2.4609e-09,0.84521,-3.8121e-16,-2.4609e-09,0.84521,2.8384e-13,4.7696e-12,-1.8572e-10,2.8384e-13,4.7696e-12,-1.8572e-10,1,0.003296,0,0.001026,0.199
0.011658,-2.5724e-16,-2.4537e-09,0.84298,-3.8214e-16,-2.4537e-09,0.84298,2.8423e-13,4.7912e-12,-1.849e-10,2.8423e-13,4.7912e-12,-1.849e-10,1,0.0033006,0,0.0010306,0.199
0.011658,-2.5816e-16,-2.4465e-09,0.84076,-3.8306e-16,-2.4465e-09,0.84076,2.8462e-13,4.8129e-12,-1.8408e-10,2.8462e-13,4.8129e-12,-1.8408e-10,1,0.0033051,0,0.0010351,0.199
0.011658,-2.5909e-16,-2.4394e-09,0.83854,-3.8399e-16,-2.4394e-09,0.83854,2.8501e-13,4.8346e-12,-1.8325e-10,2.8501e-13,4.8346e-12,-1.8325e-10,1,0.0033097,0,0.0010397,0.199
0.011658,-2.6002e-16,-2.4322e-09,0.83632,-3.8492e-16,-2.4322e-09,0.83632,2.854e-13,4.8563e-12,-1.8243e-10,2.854e-13,4.8563e-12,-1.8243e-10,1,0.0033142,0,0.0010442,0.199
0.011658,-2.6094e-16,-2.4251e-09,0.8341,-3.8584e-16,-2.4251e-09,0.8341,2.8579e-13,4.8779e-12,-1.8161e-10,2.8579e-13,4.8779e-12,-1.8161e-10,1,0.0033187,0,0.0010487,0.199
0.011658,-2.6187e-16,-2.4179e-09,0.83188,-3.8677e-16,-2.4179e-09,0.83188,2.8618e-13,4.8996e-12,-1.8078e-10,2.8618e-13,4.8996e-12,-1.8078e-10,1,0.0033233,0,0.0010533,0.199
0.011658,-2.628e-16,-2.4108e-09,0.82965,-3.877e-16,-2.4108e-09,0.82965,2.8657e-13,4.9213e-12,-1.7996e-10,2.8657e-13,4.9213e-12,-1.7996e-10,1,0.0033278,0,0.0010578,0.199
0.011658,-2.6373e-16,-2.4036e-09,0.82743,-3.8863e-16,-2.4036e-09,0.82743,2.8696e-13,4.943e-12,-1.7914e-10,2.8696e-13,4.943e-12,-1.7914e-10,1,0.0033324,0,0.0010624,0.199
0.011658,-2.6465e-16,-2.3964e-09,0.82521,-3.8955e-16,-2.3964e-09,0.82521,2.8735e-13,4.9646e-12,-1.7831e-10,2.8735e-13,4.9646e-12,-1.7831e-10,1,0.0033369,0,0.0010669,0.199
0.011658,-2.6558e-16,-2.3893e-09,0.82299,-3.9048e-16,-2.3893e-09,0.82299,2.8774e-13,4.9863e-12,-1.7749e-10,2.8774e-13,4.9863e-12,-1.7749e-10,1,0.0033414,0,0.0010714,0.199
0.011658,-2.6651e-16,-2.3821e-09,0.82077,-3.9141e-16,-2.3821e-09,0.82077,2.8813e-13,5.008e-12,-1.7667e-10,2.8813e-13,5.008e-12,-1.7667e-10,1,0.003346,0,0.001076,0.199
0.011658,-2.6743e-16,-2.375e-09,0.81854,-3.9233e-16,-2.375e-09,0.81854,2.8852e-13,5.0296e-12,-1.7584e-10,2.8852e-13,5.0296e-12,-1.7584e-10,1,0.0033505,0,0.0010805,0.199
0.011658,-2.6836e-16,-2.3678e-09,0.81632,-3.9326e-16,-2.3678e-09,0.81632,2.8891e-13,5.0513e-12,-1.7502e-10,2.8891e-13,5.0513e-12,-1.7502e-10,1,0.0033551,0,0.0010851,0.199
0.011658,-2.6929e-16,-2.3607e-09,0.8141,-3.9419e-16,-2.3607e-09,0.8141,2.893e-13,5.073e-12,-1.742e-10,2.893e-13,5.073e-12,-1.742e-10,1,0.0033596,0,0.0010896,0.199
0.011658,-2.7022e-16,-2.3535e-09,0.81188,-3.9512e-16,-2.3535e-09,0.81188,2.8969e-13,5.0947e-12,-1.7337e-10,2.8969e-13,5.0947e-12,-1.7337e-10,1,0.0033641,0,0.0010941,0.199
0.011658,-2.7114e-16,-2.3463e-09,0.80966,-3.9604e-16,-2.3463e-09,0.80966,2.9008e-13,5.1163e-12,-1.7255e-10,2.9008e-13,5.1163e-12,-1.7255e-10,1,0.0033687,0,0.0010987,0.199
0.011658,-2.7207e-16,-2.3392e-09,0.80744,-3.9697e-16,-2.3392e-09,0.80744,2.9047e-13,5.138e-12,-1.7173e-10,2.9047e-13,5.138e-12,-1.7173e-10,1,0.0033732,0,0.0011032,0.199
0.011658,-2.73e-16,-2.332e-09,0.80521,-3.979e-16,-2.332e-09,0.80521,2.9086e-13,5.1597e-12,-1.709e-10,2.9086e-13,5.1597e-12,-1.709e-10,1,0.0033778,0,0.0011078,0.199
0.011658,-2.7392e-16,-2.3249e-09,0.80299,-3.9882e-16,-2.3249e-09,0.80299,2.9125e-13,5.1814e-12,-1.7008e-10,2.9125e-13,5.1814e-12,-1.7008e-10,1,0.0033823,0,0.0011123,0.199
0.011658,-2.7485e-16,-2.3177e-09,0.80077,-3.9975e-16,-2.3177e-09,0.80077,2.9164e-13,5.203e-12,-1.6926e-10,2.9164e-13,5.203e-12,-1.6926e-10,1,0.0033868,0,0.0011168,0.199
0.011658,-2.7578e-16,-2.3105e-09,0.79855,-4.0068e-16,-2.3105e-09,0.79855,2.9203e-13,5.2247e-12,-1.6843e-10,2.9203e-13,5.2247e-12,-1.6843e-10,1,0.0033914,0,0.0011214,0.199
0.011658,-2.767e-16,-2.3034e-09,0.79633,-4.016e-16,-2.3034e-09,0.79633,2.9242e-13,5.2464e-12,-1.6761e-10,2.9242e-13,5.2464e-12,-1.6761e-10,1,0.0033959,0,0.0011259,0.199
0.011658,-2.7763e-16,-2.2962e-09,0.7941,-4.0253e-16,-2.2962e-09,0.7941,2.9281e-13,5.2681e-12,-1.6679e-10,2.9281e-13,5.2681e-12,-1.6679e-10,1,0.0034005,0,0.0011305,0.199
0.011658,-2.7856e-16,-2.2891e-09,0.79188,-4.0346e-16,-2.2891e-09,0.79188,2.932e-13,5.2897e-12,-1.6596e-10,2.932e-13,5.2897e-12,-1.6596e-10,1,0.003405,0,0.001135,0.199
0.011658,-2.7949e-16,-2.2819e-09,0.78966,-4.0439e-16,-2.2819e-09,0.78966,2.9359e-13,5.3114e-12,-1.6514e-10,2.9359e-13,5.3114e-12,-1.6514e-10,1,0.0034095,0,0.0011395,0.199
0.011658,-2.7555e-16,-2.2748e-09,0.78744,-4.0045e-16,-2.2748e-09,0.78744,2.9398e-13,5.3331e-12,-1.6432e-10,2.9398e-13,5.3331e-12,-1.6432e-10,1,0.0034141,0,0.0011441,0.199
0.011658,-2.8006e-16,-2.2676e-09,0.78522,-4.0496e-16,-2.2676e-09,0.78522,2.9437e-13,5.3548e-12,-1.6349e-10,2.9437e-13,5.3548e-12,-1.6349e-10,1,0.0034186,0,0.0011486,0.199
0.011658,-2.8227e-16,-2.2604e-09,0.783,-4.0717e-16,-2.2604e-09,0.783,2.9476e-13,5.3764e-12,-1.6267e-10,2.9476e-13,5.3764e-12,-1.6267e-10,1,0.0034232,0,0.0011532,0.199
0.011658,-2.8319e-16,-2.2533e-09,0.78077,-4.0809e-16,-2.2533e-09,0.78077,2.9515e-13,5.3981e-12,-1.6185e-10,2.9515e-13,5.3981e-12,-1.6185e-10,1,0.0034277,0,0.0011577,0.199
0.011658,-2.8412e-16,-2.2461e-09,0.77855,-4.0902e-16,-2.2461e-09,0.77855,2.9554e-13,5.4198e-12,-1.6102e-10,2.9554e-13,5.4198e-12,-1.6102e-10,1,0.0034322,0,0.0011622,0.199
0.011658,-2.8505e-16,-2.239e-09,0.77633,-4.0995e-16,-2.239e-09,0.77633,2.9593e-13,5.4415e-12,-1.602e-10,2.9593e-13,5.4415e-12,-1.602e-10,1,0.0034368,0,0.0011668,0.199
0.011658,-2.8597e-16,-2.2318e-09,0.77411,-4.1087e-16,-2.2318e-09,0.77411,2.9632e-13,5.4631e-12,-1.5938e-10,2.9632e-13,5.4631e-12,-1.5938e-10,1,0.0034413,0,0.0011713,0.199
0.011658,-2.869e-16,-2.2247e-09,0.77189,-4.118e-16,-2.2247e-09,0.77189,2.9671e-13,5.4848e-12,-1.5855e-10,2.9671e-13,5.4848e-12,-1.5855e-10,1,0.0034459,0,0.0011759,0.199
0.011658,-2.8783e-16,-2.2175e-09,0.76966,-4.1273e-16,-2.2175e-09,0.76966,2.971e-13,5.5065e-12,-1.5773e-10,2.971e-13,5.5065e-12,-1.5773e-10,1,0.0034504,0,0.0011804,0.199
0.011658,-2.8876e-16,-2.2103e-09,0.76744,-4.1366e-16,-2.2103e-09,0.76744,2.9749e-13,5.5282e-12,-1.5691e-10,2.9749e-13,5.5282e-12,-1.5691e-10,1,0.0034549,0,0.0011849,0.199
0.011658,-2.8968e-16,-2.2032e-09,0.76522,-4.1458e-16,-2.2032e-09,0.76522,2.9788e-13,5.5498e-12,-1.5608e-10,2.9788e-13,5.5498e-12,-1.5608e-10,1,0.0034595,0,0.0011895,0.199
0.011658,-2.9061e-16,-2.196e-09,0.763,-4.1551e-16,-2.196e-09,0.763,2.9827e-13,5.5715e-12,-1.5526e-10,2.9827e-13,5.5715e-12,-1.5526e-10,1,0.003464,0,0.001194,0.199
0.011658,-2.9154e-16,-2.1889e-09,0.76078,-4.1644e-16,-2.1889e-09,0.76078,2.9866e-13,5.5932e-12,-1.5444e-10,2.9866e-13,5.5932e-12,-1.5444e-10,1,0.0034686,0,0.0011986,0.199
0.011658,-2.9246e-16,-2.1817e-09,0.75856,-4.1736e-16,-2.1817e-09,0.75856,2.9905e-13,5.6148e-12,-1.5361e-10,2.9905e-13,5.6148e-12,-1.5361e-10,1,0.0034731,0,0.0012031,0.199
0.011658,-2.9339e-16,-2.1745e-09,0.75633,-4.1829e-16,-2.1745e-09,0.75633,2.9944e-13,5.6365e-12,-1.5279e-10,2.9944e-13,5.6365e-12,-1.5279e-10,1,0.0034776,0,0.0012076,0.199
0.011658,-2.9432e-16,-2.1674e-09,0.75411,-4.1922e-16,-2.1674e-09,0.75411,2.9983e-13,5.6582e-12,-1.5197e-10,2.9983e-13,5.6582e-12,-1.5197e-10,1,0.0034822,0,0.0012122,0.199
